MLS#,Province,Region,City,Subdivision,Street,Address,Property Type,Date Listed,Price,Beds,Baths,Total_Sqft,Bedroom_Sqm,Dining_Sqm,Living_Sqm,Kitchen_Sqm,Cooling,Heating,Parking,Basement,Amenities,Features,Exterior Features,Street_City,LatLong,Latitude,Longitude
A1179002,AB,Calgary,Calgary,Lincoln Park,35 Richard Court Sw,"446-35 Richard Court Sw, Calgary, AB",Condo,2022-02-07,275000,2 bed,2 bath,867.0,0.0,0.0,0.0,0.0,,Baseboard,,,,,Courtyard,"35 Richard Court Sw , Calgary","(nan, nan)",,
A1176937,AB,Calgary,Calgary,Tuxedo Park,309a 29 Avenue Ne,"309a 29 Avenue Ne, Calgary, AB",Single Family,2022-02-07,375000,4 bed,2 bath,913.0,0.0,0.0,0.0,0.0,,"High Efficiency,Forced Air",,"Finished,Full",,,Private Yard,"309a 29 Avenue Ne , Calgary","(51.0787417, -114.0525461)",51.0787417,-114.0525461
A1179042,AB,Calgary,Calgary,Bowness,4363 70 Street Nw,"4363 70 Street Nw, Calgary, AB",Single Family,2022-02-07,499900,3 bed,3 bath,1010.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Partial",,,"Dog Run,Fire Pit","4363 70 Street Nw , Calgary","(51.091727, -114.1931758)",51.091727,-114.1931758
A1179236,AB,Calgary,Calgary,Bayview,52 Baycrest Place Sw,"52 Baycrest Place Sw, Calgary, AB",Single Family,2022-02-07,898000,5 bed,3 bath,1684.0,0.0,0.0,0.0,0.0,,"High Efficiency,Forced Air,Natural Gas",,"Finished,Walk-Out",,,"Private Yard,Storage","52 Baycrest Place Sw , Calgary","(50.9751765, -114.1144933)",50.9751765,-114.1144933
A1179493,AB,Calgary,Calgary,Highland Park,4303 1 Street Ne,"405-4303 1 Street Ne, Calgary, AB",Condo,2022-02-07,309000,1 bed,2 bath,1119.0,0.0,0.0,0.0,0.0,,"In Floor,Natural Gas",,,,,Other,"4303 1 Street Ne , Calgary","(51.183298, -114.0691845)",51.183298,-114.0691845
A1178961,AB,Calgary,Calgary,Currie Barracks,110 Valour Circle Sw,"110 Valour Circle Sw, Calgary, AB",Single Family,2022-02-07,1449000,4 bed,4 bath,2354.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"110 Valour Circle Sw , Calgary","(51.01714, -114.1337269)",51.01714,-114.1337269
A1169099,AB,Calgary,Calgary,St Andrews Heights,1540 29 Street Nw,"101-1540 29 Street Nw, Calgary, AB",Townhome,2022-02-06,229000,2 bed,1 bath,904.0,0.0,0.0,0.0,0.0,,"Standard,Forced Air,Natural Gas",,,,,"Lighting,Private Entrance,Private Yard","1540 29 Street Nw , Calgary","(51.0650332, -114.1304368)",51.0650332,-114.1304368
A1173353,AB,Calgary,Calgary,Martindale,95 Martindale Crescent Ne,"95 Martindale Crescent Ne, Calgary, AB",Single Family,2022-02-06,389900,3 bed,2 bath,912.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,,"95 Martindale Crescent Ne , Calgary","(51.1141575, -113.9664771)",51.1141575,-113.9664771
A1170861,AB,Calgary,Calgary,Temple,5708 Temple Drive Ne,"5708 Temple Drive Ne, Calgary, AB",Single Family,2022-02-06,399900,6 bed,4 bath,943.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Separate/Exterior Entry,Full,Suite",,,Playground,"5708 Temple Drive Ne , Calgary","(51.0913715, -113.9584107)",51.0913715,-113.9584107
A1124949,AB,Calgary,Calgary,Downtown West End,1108 6 Avenue Sw,"502-1108 6 Avenue Sw, Calgary, AB",Condo,2022-02-06,389900,2 bed,2 bath,1098.0,0.0,0.0,0.0,0.0,,"Baseboard,In Floor,Natural Gas",,,,,,"1108 6 Avenue Sw , Calgary","(51.0484935, -114.0874911)",51.0484935,-114.0874911
24011581,AB,Calgary,Calgary,Tuxedo Park,217 27 Avenue Ne,"217 27 Avenue Ne, Calgary, AB",MultiFamily,2022-02-06,689500,4 bed,4 bath,1775.0,0.0,0.0,0.0,0.0,,"Other,Forced air",,Full (Finished),,,,"217 27 Avenue Ne , Calgary","(51.0768815, -114.0082333)",51.0768815,-114.0082333
A1176288,AB,Calgary,Calgary,Banff Trail,2359 22 Street Nw,"2359 22 Street Nw, Calgary, AB",Single Family,2022-02-06,889000,4 bed,4 bath,1844.0,0.0,0.0,0.0,0.0,,"Central,High Efficiency,In Floor",,"Finished,Full",,,"Barbecue,Private Yard","2359 22 Street Nw , Calgary","(51.0548691, -114.1129328)",51.0548691,-114.1129328
A1176583,AB,Calgary,Calgary,Coach Hill,4 Coach Ridge Close Sw,"4 Coach Ridge Close Sw, Calgary, AB",Single Family,2022-02-06,649000,4 bed,4 bath,1791.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"4 Coach Ridge Close Sw , Calgary","(51.0540296, -114.1849202)",51.0540296,-114.1849202
A1178169,AB,Calgary,Calgary,Mount Pleasant,607 17 Avenue Nw,"204-607 17 Avenue Nw, Calgary, AB",Condo,2022-02-06,244900,1 bed,2 bath,588.0,0.0,0.0,0.0,0.0,,Baseboard,,,,,,"607 17 Avenue Nw , Calgary","(51.0678496, -114.1061332)",51.0678496,-114.1061332
A1178756,AB,Calgary,Calgary,Banff Trail,2718 Morley Trail Nw,"2718 Morley Trail Nw, Calgary, AB",Single Family,2022-02-06,874997,4 bed,4 bath,1845.0,0.0,0.0,0.0,0.0,,Forced Air,,"Finished,Full",,,"Playground,Private Yard","2718 Morley Trail Nw , Calgary","(51.0793747, -114.115524)",51.0793747,-114.115524
A1179993,AB,Calgary,Calgary,Bridgeland/Riverside,510 Edmonton Trail Ne,"309-510 Edmonton Trail Ne, Calgary, AB",Condo,2022-02-06,425000,2 bed,2 bath,815.0,0.0,0.0,0.0,0.0,,Baseboard,,,,,Other,"510 Edmonton Trail Ne , Calgary","(51.0865192, -114.0517138)",51.0865192,-114.0517138
A1179064,AB,Calgary,Calgary,Banff Trail,2711/2711a Canmore Road Nw,"2711/2711a Canmore Road Nw, Calgary, AB",Single Family,2022-02-06,799000,6 bed,4 bath,1868.0,0.0,0.0,0.0,0.0,,Forced Air,,"Finished,Full",,,Playground,"2711/2711a Canmore Road Nw , Calgary","(nan, nan)",,
A1178925,AB,Calgary,Calgary,Montgomery,1927 42 Street Nw,"1927 42 Street Nw, Calgary, AB",Townhome,2022-02-06,589900,4 bed,4 bath,1272.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Other,"1927 42 Street Nw , Calgary","(51.0678887, -114.1541646)",51.0678887,-114.1541646
A1178923,AB,Calgary,Calgary,Montgomery,1925 42 Street Nw,"1925 42 Street Nw, Calgary, AB",Townhome,2022-02-06,589900,4 bed,4 bath,1272.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Other,"1925 42 Street Nw , Calgary","(51.0678887, -114.1541646)",51.0678887,-114.1541646
A1178920,AB,Calgary,Calgary,Falconridge,106 Falmere Way Ne,"106 Falmere Way Ne, Calgary, AB",Single Family,2022-02-06,424900,5 bed,2 bath,1039.0,0.0,0.0,0.0,0.0,,Forced Air,,"Finished,Full,Suite",,,,"106 Falmere Way Ne , Calgary","(51.1079753, -113.9442678)",51.1079753,-113.9442678
A1174945,AB,Calgary,Calgary,Castleridge,43 Castleridge Road Ne,"43 Castleridge Road Ne, Calgary, AB",Single Family,2022-02-06,349900,5 bed,2 bath,890.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"43 Castleridge Road Ne , Calgary","(51.109326, -113.9522317)",51.109326,-113.9522317
A1178960,AB,Calgary,Calgary,Highland Park,215 41 Avenue Nw,"215 41 Avenue Nw, Calgary, AB",Single Family,2022-02-06,689900,5 bed,2 bath,1153.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Separate/Exterior Entry,Finished,Full,Suite",,,Private Yard,"215 41 Avenue Nw , Calgary","(51.0897415, -114.1964995)",51.0897415,-114.1964995
A1178549,AB,Calgary,Calgary,Montgomery,4726 Bowness Road Nw,"4726 Bowness Road Nw, Calgary, AB",Single Family,2022-02-06,645000,4 bed,4 bath,1802.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"4726 Bowness Road Nw , Calgary","(51.0511519, -114.1188338)",51.0511519,-114.1188338
A1179103,AB,Calgary,Calgary,Downtown East Village,510 6 Avenue Se,"906-510 6 Avenue Se, Calgary, AB",Condo,2022-02-06,359900,1 bed,1 bath,670.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,,,,Private Entrance,"510 6 Avenue Se , Calgary","(51.047586550000005, -114.05218900791482)",51.047586550000005,-114.05218900791482
A1172357,AB,Calgary,Calgary,Shaganappi,2859 14 Avenue Sw,"2859 14 Avenue Sw, Calgary, AB",Single Family,2022-02-06,849900,4 bed,4 bath,1708.0,0.0,0.0,0.0,0.0,,"In Floor,Forced Air,Natural Gas",,"Finished,Full",,,"Other,Private Entrance,Private Yard","2859 14 Avenue Sw , Calgary","(51.0451312, -114.2119426)",51.0451312,-114.2119426
A1177304,AB,Calgary,Calgary,Martindale,262 Martinwood Place Ne,"262 Martinwood Place Ne, Calgary, AB",Single Family,2022-02-06,454900,5 bed,3 bath,1061.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full",,,Private Yard,"262 Martinwood Place Ne , Calgary","(51.1168228, -113.9496994)",51.1168228,-113.9496994
A1178954,AB,Calgary,Calgary,Renfrew,1416 Russell Road Ne,"1416 Russell Road Ne, Calgary, AB",Single Family,2022-02-06,1290000,3 bed,4 bath,2339.0,0.0,0.0,0.0,0.0,,"Boiler,Forced Air,Natural Gas",,"Finished,Full",,,Rain Gutters,"1416 Russell Road Ne , Calgary","(51.0626284, -114.0328039)",51.0626284,-114.0328039
A1179014,AB,Calgary,Calgary,Beltline,1414 5 Street Sw,"806-1414 5 Street Sw, Calgary, AB",Condo,2022-02-06,300000,2 bed,1 bath,824.0,0.0,0.0,0.0,0.0,,Baseboard,,,,,,"1414 5 Street Sw , Calgary","(51.03914555, -114.07392073409949)",51.03914555,-114.07392073409949
A1178569,AB,Calgary,Calgary,Tuscany,162 Tuscany Ravine Close Nw,"162 Tuscany Ravine Close Nw, Calgary, AB",Single Family,2022-02-06,699900,3 bed,3 bath,2064.0,0.0,0.0,0.0,0.0,,"Fireplace(s),Forced Air,Natural Gas",,"Full,Unfinished",,,Dog Run,"162 Tuscany Ravine Close Nw , Calgary","(51.1107084, -114.2380699)",51.1107084,-114.2380699
A1177757,AB,Calgary,Calgary,Erin Woods,20 Erin Ridge Road Se,"20 Erin Ridge Road Se, Calgary, AB",Single Family,2022-02-06,359900,5 bed,2 bath,1085.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full,Suite",,,,"20 Erin Ridge Road Se , Calgary","(51.0158314, -113.9743139)",51.0158314,-113.9743139
A1177757,AB,Calgary,Calgary,Erin Woods,20 Erin Ridge Road Se,"20 Erin Ridge Road Se, Calgary, AB",Single Family,2022-02-06,359900,5 bed,2 bath,1085.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full,Suite",,,,"20 Erin Ridge Road Se , Calgary","(51.0158314, -113.9743139)",51.0158314,-113.9743139
A1177757,AB,Calgary,Calgary,Erin Woods,20 Erin Ridge Road Se,"20 Erin Ridge Road Se, Calgary, AB",Single Family,2022-02-06,359900,5 bed,2 bath,1085.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full,Suite",,,,"20 Erin Ridge Road Se , Calgary","(51.0158314, -113.9743139)",51.0158314,-113.9743139
A1177757,AB,Calgary,Calgary,Erin Woods,20 Erin Ridge Road Se,"20 Erin Ridge Road Se, Calgary, AB",Single Family,2022-02-06,359900,5 bed,2 bath,1085.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full,Suite",,,,"20 Erin Ridge Road Se , Calgary","(51.0158314, -113.9743139)",51.0158314,-113.9743139
A1178967,AB,Calgary,Calgary,Kingsland,7127 5 Street Sw,"7127 5 Street Sw, Calgary, AB",Single Family,2022-02-06,559999,3 bed,1 bath,1231.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Full,Partially Finished",,,"Playground,Private Yard","7127 5 Street Sw , Calgary","(51.0463261, -114.0738445)",51.0463261,-114.0738445
A1178921,AB,Calgary,Calgary,Montgomery,1923 42 Street Nw,"1923 42 Street Nw, Calgary, AB",Townhome,2022-02-06,599900,4 bed,4 bath,1272.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Other,"1923 42 Street Nw , Calgary","(51.0678887, -114.1541646)",51.0678887,-114.1541646
A1178990,AB,Calgary,Calgary,Rutland Park,3316 34 Avenue Sw,"3316 34 Avenue Sw, Calgary, AB",Single Family,2022-02-06,774900,3 bed,2 bath,1133.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Fire Pit,"3316 34 Avenue Sw , Calgary","(51.0232464, -114.1845695)",51.0232464,-114.1845695
A1179048,AB,Calgary,Calgary,Tuxedo Park,217 27 Avenue Ne,"217 27 Avenue Ne, Calgary, AB",Single Family,2022-02-06,689500,4 bed,4 bath,1775.0,0.0,0.0,0.0,0.0,,"Fireplace(s),Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"217 27 Avenue Ne , Calgary","(51.0768815, -114.0082333)",51.0768815,-114.0082333
A1178689,AB,Calgary,Calgary,Haysboro,24 Hoover Place Sw,"24 Hoover Place Sw, Calgary, AB",Single Family,2022-02-06,722500,4 bed,3 bath,1021.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"24 Hoover Place Sw , Calgary","(50.97464565, -114.08589005073044)",50.97464565,-114.08589005073044
A1178916,AB,Calgary,Calgary,Montgomery,4301 19 Avenue Nw,"4301 19 Avenue Nw, Calgary, AB",Townhome,2022-02-06,599900,4 bed,4 bath,1272.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Other,"4301 19 Avenue Nw , Calgary","(51.072011, -114.1578361)",51.072011,-114.1578361
A1171389,AB,Calgary,Calgary,Temple,12 Templewood Drive Ne,"28-12 Templewood Drive Ne, Calgary, AB",Townhome,2022-02-05,199900,4 bed,2 bath,1047.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,,,,Other,"12 Templewood Drive Ne , Calgary","(51.0873717, -113.9560598)",51.0873717,-113.9560598
A1172688,AB,Calgary,Calgary,Spruce Cliff,55 Spruce Place Sw,"1704-55 Spruce Place Sw, Calgary, AB",Condo,2022-02-05,255000,1 bed,1 bath,616.0,0.0,0.0,0.0,0.0,,"Baseboard,Natural Gas",,,,,,"55 Spruce Place Sw , Calgary","(51.0430495, -114.1363455)",51.0430495,-114.1363455
A1168609,AB,Calgary,Calgary,Forest Lawn,1709 48 Street Se,"4-1709 48 Street Se, Calgary, AB",Condo,2022-02-05,189000,2 bed,2 bath,486.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,,,,Private Yard,"1709 48 Street Se , Calgary","(50.9508568, -113.9651778)",50.9508568,-113.9651778
A1175290,AB,Calgary,Calgary,Montgomery,5246 19 Avenue Nw,"5246 19 Avenue Nw, Calgary, AB",Single Family,2022-02-05,489000,5 bed,3 bath,988.0,0.0,0.0,0.0,0.0,,"Mid Efficiency,Forced Air",,"Finished,Full",,,Garden,"5246 19 Avenue Nw , Calgary","(51.07875265, -114.16640494999999)",51.07875265,-114.16640494999999
A1174732,AB,Calgary,Calgary,Renfrew,1128 15 Avenue Ne,"1128 15 Avenue Ne, Calgary, AB",Single Family,2022-02-05,639900,4 bed,2 bath,959.0,0.0,0.0,0.0,0.0,,"High Efficiency,Forced Air,Natural Gas",,"Full,Suite",,,,"1128 15 Avenue Ne , Calgary","(51.0659858, -114.0560458)",51.0659858,-114.0560458
A1156345,AB,Calgary,Calgary,Glenbrook,3308 45 Street Sw,"3308 45 Street Sw, Calgary, AB",Single Family,2022-02-05,560000,4 bed,2 bath,969.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full,Suite",,,"Garden,Playground,Private Yard","3308 45 Street Sw , Calgary","(51.0189608, -114.1528271)",51.0189608,-114.1528271
A1178663,AB,Calgary,Calgary,West Hillhurst,2220 7 Avenue Nw,"3-2220 7 Avenue Nw, Calgary, AB",Condo,2022-02-05,239900,2 bed,1 bath,764.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,,,,,"2220 7 Avenue Nw , Calgary","(51.0592681, -114.1116252)",51.0592681,-114.1116252
A1178884,AB,Calgary,Calgary,Dover,11 Dover Point Se,"305-11 Dover Point Se, Calgary, AB",Condo,2022-02-05,139000,2 bed,2 bath,790.0,0.0,0.0,0.0,0.0,,"Baseboard,Other",,,,,Private Entrance,"11 Dover Point Se , Calgary","(51.0169862, -113.9980472)",51.0169862,-113.9980472
A1177984,AB,Calgary,Calgary,Hounsfield Heights/Briar Hill,1240 18a Street Nw,"1240 18a Street Nw, Calgary, AB",Single Family,2022-02-05,1650000,5 bed,5 bath,3767.0,0.0,0.0,0.0,0.0,,"In Floor,Forced Air,Natural Gas",,"Finished,Full",,,"Fire Pit,Private Yard","1240 18a Street Nw , Calgary","(51.0568296, -114.103766)",51.0568296,-114.103766
A1177058,AB,Calgary,Calgary,Beltline,135 13 Avenue,"1910-135 13 Avenue, Calgary, AB",Condo,2022-02-05,270000,1 bed,1 bath,681.0,0.0,0.0,0.0,0.0,,Baseboard,,,,,"Barbecue,Playground","135 13 Avenue , Calgary","(nan, nan)",,
A1178491,AB,Calgary,Calgary,West Hillhurst,119 19 Street Nw,"303-119 19 Street Nw, Calgary, AB",Condo,2022-02-05,338000,1 bed,1 bath,589.0,0.0,0.0,0.0,0.0,,"Baseboard,Hot Water,Natural Gas",,,,,Courtyard,"119 19 Street Nw , Calgary","(51.0641925, -114.1062837)",51.0641925,-114.1062837
A1175858,AB,Calgary,Calgary,Killarney/Glengarry,2849 23 Avenue Sw,"2849 23 Avenue Sw, Calgary, AB",Single Family,2022-02-05,829888,4 bed,4 bath,1791.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"2849 23 Avenue Sw , Calgary","(51.0332471, -114.1013914)",51.0332471,-114.1013914
A1178030,AB,Calgary,Calgary,Aspen Woods,45 Aspenmont Heights Sw,"120-45 Aspenmont Heights Sw, Calgary, AB",Condo,2022-02-05,281878,1 bed,1 bath,601.0,0.0,0.0,0.0,0.0,,In Floor,,,,,,"45 Aspenmont Heights Sw , Calgary","(nan, nan)",,
A1178345,AB,Calgary,Calgary,Martindale,31 Martindale Close Ne,"31 Martindale Close Ne, Calgary, AB",Single Family,2022-02-05,524900,5 bed,2 bath,1030.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Full,Suite",,,Private Yard,"31 Martindale Close Ne , Calgary","(51.1117356, -113.9540388)",51.1117356,-113.9540388
A1178683,AB,Calgary,Calgary,Brentwood,3420 Boulton Road,"3420 Boulton Road, Calgary, AB",Single Family,2022-02-05,599000,5 bed,2 bath,1054.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Private Yard,"3420 Boulton Road , Calgary","(51.0928934, -114.1372316)",51.0928934,-114.1372316
A1178752,AB,Calgary,Calgary,Monterey Park,256 Eldorado Place Ne,"256 Eldorado Place Ne, Calgary, AB",Single Family,2022-02-05,850000,6 bed,4 bath,2516.0,0.0,0.0,0.0,0.0,,Forced Air,,"Finished,Full,Suite",,,,"256 Eldorado Place Ne , Calgary","(51.0699033, -113.9296563)",51.0699033,-113.9296563
A1178821,AB,Calgary,Calgary,Whitehorn,21 Whitaker Court Ne,"21 Whitaker Court Ne, Calgary, AB",Single Family,2022-02-05,379786,4 bed,3 bath,1238.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full",,,Private Yard,"21 Whitaker Court Ne , Calgary","(51.0866812, -113.9783718)",51.0866812,-113.9783718
A1178731,AB,Calgary,Calgary,Martindale,92 Martindale Close Ne,"92 Martindale Close Ne, Calgary, AB",Single Family,2022-02-05,489900,4 bed,3 bath,1223.0,0.0,0.0,0.0,0.0,,Forced Air,,"Separate/Exterior Entry,Finished,Full,Suite",,,"Playground,Private Yard","92 Martindale Close Ne , Calgary","(51.1117356, -113.9540388)",51.1117356,-113.9540388
A1178711,AB,Calgary,Calgary,Riverbend,979 Riverbend Drive Se,"979 Riverbend Drive Se, Calgary, AB",Single Family,2022-02-05,434900,3 bed,2 bath,1134.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,Playground,"979 Riverbend Drive Se , Calgary","(50.9761635, -114.0186109)",50.9761635,-114.0186109
A1178768,AB,Calgary,Calgary,University District,4275 Norford Avenue Nw,"421-4275 Norford Avenue Nw, Calgary, AB",Condo,2022-02-05,574900,3 bed,2 bath,940.0,0.0,0.0,0.0,0.0,,"Baseboard,Hot Water,Natural Gas",,,,,"Courtyard,Other","4275 Norford Avenue Nw , Calgary","(51.0801727, -114.1463019)",51.0801727,-114.1463019
A1178681,AB,Calgary,Calgary,Dover,3027 33a Avenue Se,"3027 33a Avenue Se, Calgary, AB",Single Family,2022-02-05,315000,2 bed,2 bath,825.0,0.0,0.0,0.0,0.0,,"Central,High Efficiency",,"Finished,Full",,,"Fire Pit,Other","3027 33a Avenue Se , Calgary","(51.0238602, -113.985407)",51.0238602,-113.985407
A1178466,AB,Calgary,Calgary,Mayland Heights,1711 12 Avenue Ne,"1711 12 Avenue Ne, Calgary, AB",Single Family,2022-02-05,550000,5 bed,1 bath,1128.0,0.0,0.0,0.0,0.0,,"Fireplace(s),Floor Furnace,Natural Gas",,"Finished,Full,Suite",,,Private Entrance,"1711 12 Avenue Ne , Calgary","(51.0633368, -114.06123)",51.0633368,-114.06123
A1177647,AB,Calgary,Calgary,South Calgary,1805 26 Avenue Sw,"405-1805 26 Avenue Sw, Calgary, AB",Condo,2022-02-05,344000,2 bed,2 bath,1082.0,0.0,0.0,0.0,0.0,,"In Floor,Natural Gas",,,,,Private Entrance,"1805 26 Avenue Sw , Calgary","(51.03018275, -114.10251394268579)",51.03018275,-114.10251394268579
A1178754,AB,Calgary,Calgary,Eau Claire,738 3 Avenue Sw,"607-738 3 Avenue Sw, Calgary, AB",Condo,2022-02-05,169900,1 bed,1 bath,554.0,0.0,0.0,0.0,0.0,,Baseboard,,,,,Other,"738 3 Avenue Sw , Calgary","(51.0510007, -114.07762985530579)",51.0510007,-114.07762985530579
A1178764,AB,Calgary,Calgary,Shaganappi,2718 17 Avenue Sw,"104-2718 17 Avenue Sw, Calgary, AB",Townhome,2022-02-05,309900,2 bed,2 bath,1221.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Other,"2718 17 Avenue Sw , Calgary","(51.0378057, -114.2228132)",51.0378057,-114.2228132
A1178835,AB,Calgary,Calgary,Tuxedo Park,217 22 Avenue Ne,"217 22 Avenue Ne, Calgary, AB",Single Family,2022-02-05,1230000,5 bed,4 bath,2545.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,"Private Entrance,Private Yard","217 22 Avenue Ne , Calgary","(51.0726231, -113.9353186)",51.0726231,-113.9353186
A1178855,AB,Calgary,Calgary,Huntington Hills,7015 Huntridge Hill Ne,"7015 Huntridge Hill Ne, Calgary, AB",Single Family,2022-02-05,498000,5 bed,2 bath,1007.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Separate/Exterior Entry,Finished,Full,Suite",,,Private Yard,"7015 Huntridge Hill Ne , Calgary","(51.1157099, -114.06395701112748)",51.1157099,-114.06395701112748
A1178623,AB,Calgary,Calgary,Aspen Woods,305 Aspen Hills Villas Sw,"305 Aspen Hills Villas Sw, Calgary, AB",Townhome,2022-02-05,382500,2 bed,2 bath,909.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,,,,Uncovered Courtyard,"305 Aspen Hills Villas Sw , Calgary","(nan, nan)",,
A1178760,AB,Calgary,Calgary,Erin Woods,88 Erin Park Drive,"88 Erin Park Drive, Calgary, AB",Single Family,2022-02-05,420000,4 bed,2 bath,893.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,"Fire Pit,Lighting","88 Erin Park Drive , Calgary","(51.0231887, -113.9658096)",51.0231887,-113.9658096
A1176820,AB,Calgary,Calgary,Capitol Hill,1811 24 Avenue Nw,"1811 24 Avenue Nw, Calgary, AB",Single Family,2022-02-05,629000,3 bed,4 bath,1376.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Finished,Full",,,,"1811 24 Avenue Nw , Calgary","(51.073463, -114.1456854)",51.073463,-114.1456854
A1176360,AB,Calgary,Calgary,Monterey Park,104 Eldorado Close Ne,"104 Eldorado Close Ne, Calgary, AB",Single Family,2022-02-05,425000,3 bed,2 bath,1272.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Full,Unfinished",,,Other,"104 Eldorado Close Ne , Calgary","(51.070262, -113.9303262)",51.070262,-113.9303262
A1178862,AB,Calgary,Calgary,Signal Hill,1818 Simcoe Boulevard Sw,"2130-1818 Simcoe Boulevard Sw, Calgary, AB",Condo,2022-02-05,259900,3 bed,2 bath,1356.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Courtyard,"1818 Simcoe Boulevard Sw , Calgary","(51.0308882, -114.1819988)",51.0308882,-114.1819988
A1173636,AB,Calgary,Calgary,Falconridge,5407 54 Street Ne,"5407 54 Street Ne, Calgary, AB",Single Family,2022-02-05,389900,3 bed,2 bath,1167.0,0.0,0.0,0.0,0.0,,Forced Air,,"Partial,Partially Finished",,,Other,"5407 54 Street Ne , Calgary","(51.1089163, -113.9558723)",51.1089163,-113.9558723
A1153560,AB,Calgary,Calgary,Monterey Park,99 Burroughs Place Ne,"99 Burroughs Place Ne, Calgary, AB",Mobile Home,2022-02-05,112500,3 bed,2 bath,1103.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,,,,,"99 Burroughs Place Ne , Calgary","(51.0808528, -113.9271243)",51.0808528,-113.9271243
A1162572,AB,Calgary,Calgary,Bridgeland/Riverside,408 8 Street Ne,"408 8 Street Ne, Calgary, AB",Single Family,2022-02-04,694000,3 bed,3 bath,1700.0,0.0,0.0,0.0,0.0,,"Forced Air,Natural Gas",,"Full,Unfinished",,,,"408 8 Street Ne , Calgary","(51.0591984, -114.0429589)",51.0591984,-114.0429589
A1175506,AB,Calgary,Calgary,Mayland Heights,1920 14 Avenue Ne,"217-1920 14 Avenue Ne, Calgary, AB",Condo,2022-02-04,194900,2 bed,2 bath,815.0,0.0,0.0,0.0,0.0,,"In Floor,Natural Gas",,,,,Other,"1920 14 Avenue Ne , Calgary","(51.0650459, -113.9785779)",51.0650459,-113.9785779
A1171341,AB,Calgary,Calgary,Rideau Park,3339 Rideau Place,"309-3339 Rideau Place, Calgary, AB",Condo,2022-02-04,479000,2 bed,1 bath,1061.0,0.0,0.0,0.0,0.0,,Boiler,,,,,,"3339 Rideau Place , Calgary","(51.0233514, -114.0724183)",51.0233514,-114.0724183
A1172849,AB,Calgary,Calgary,Beltline,210 15 Avenue Se,"702-210 15 Avenue Se, Calgary, AB",Condo,2022-02-04,245000,1 bed,1 bath,649.0,0.0,0.0,0.0,0.0,,Forced Air,,,,,Courtyard,"210 15 Avenue Se , Calgary","(51.038751, -114.06023575971193)",51.038751,-114.06023575971193
